candidate_id,username,company_name,position,location,sector,stipend,match_score,allocated_date,status,location_match_score,diversity_bonus,internship_id
CAND_CE37AD7A,18448085,TCS,Technology Intern,Mumbai,Technology,59953,48.0,2025-09-07 23:41:07,Allocated,,,
CAND_BD801C4F,22732234,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,60.0,2025-09-07 23:41:11,Allocated,,,
CAND_0F009369,22946204,Wipro,Technology Intern,Pune,Technology,52856,90.0,2025-09-07 23:41:13,Allocated,,,
CAND_C806AE4F,23009962,TCS,Technology Intern,Mumbai,Technology,26918,30.0,2025-09-07 23:41:14,Allocated,,,
CAND_3C0BD51B,23522150,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:41:16,Allocated,,,
CAND_C608FA8E,24703983,TCS,Technology Intern,Mumbai,Technology,59953,65.0,2025-09-07 23:41:18,Allocated,,,
CAND_40162998,25047127,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:41:19,Allocated,,,
CAND_0FC27D8E,26341645,L&T,Manufacturing Intern,Mumbai,Manufacturing,32855,45.0,2025-09-07 23:41:21,Allocated,,,
CAND_E9C62DAF,28790806,TCS,Technology Intern,Mumbai,Technology,59953,75.0,2025-09-07 23:41:22,Allocated,,,
CAND_2CDBD502,32069695,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,21025,40.0,2025-09-07 23:41:24,Allocated,,,
CAND_64A4C9C9,32109048,TCS,Technology Intern,Mumbai,Technology,26918,30.0,2025-09-07 23:41:26,Allocated,,,
CAND_E37DA41E,47487091,HDFC Bank,Finance Intern,Mumbai,Finance,69279,80.0,2025-09-07 23:41:27,Allocated,,,
CAND_DB1E7303,51508889,Infosys,Technology Intern,Bangalore,Technology,35434,40.0,2025-09-07 23:41:32,Allocated,,,
CAND_2880FE1C,63989974,TCS,Technology Intern,Mumbai,Technology,59953,65.0,2025-09-07 23:41:34,Allocated,,,
CAND_E11CA274,78357954,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:41:35,Allocated,,,
CAND_FA8452AF,82140102,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:41:37,Allocated,,,
CAND_928FE844,84295343,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:41:38,Allocated,,,
CAND_3E9AC6E7,91515108,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,70.0,2025-09-07 23:41:39,Allocated,,,
CAND_36C98801,97449528,HDFC Bank,Finance Intern,Mumbai,Finance,69279,70.0,2025-09-07 23:41:41,Allocated,,,
CAND_1C8A1CC6,99680385,Deloitte,Consulting Intern,Gurgaon,Consulting,38753,50.0,2025-09-07 23:41:43,Allocated,,,
CAND_727BC0CC,10176815,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:41:44,Allocated,,,
CAND_D2AD10D4,10189110,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:41:47,Allocated,,,
CAND_6F338D8C,10395944,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:41:47,Allocated,,,
CAND_4AB7D222,10567764,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:41:49,Allocated,,,
CAND_15C66BB0,10945968,L&T,Manufacturing Intern,Mumbai,Manufacturing,32855,45.0,2025-09-07 23:41:50,Allocated,,,
CAND_5C571FDD,11137306,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:41:52,Allocated,,,
CAND_B711779A,11169163,TCS,Technology Intern,Mumbai,Technology,26918,30.0,2025-09-07 23:41:54,Allocated,,,
CAND_30C2195A,11333001,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:41:55,Allocated,,,
CAND_C2CEDA09,11614114,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:41:57,Allocated,,,
CAND_0A6AFF30,11752500,L&T,Manufacturing Intern,Mumbai,Manufacturing,32855,45.0,2025-09-07 23:41:58,Allocated,,,
CAND_67819DB3,11959428,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:42:01,Allocated,,,
CAND_0CC37F10,12043694,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,21025,40.0,2025-09-07 23:42:03,Allocated,,,
CAND_281FF6DA,12144825,HDFC Bank,Finance Intern,Mumbai,Finance,34049,60.0,2025-09-07 23:42:04,Allocated,,,
CAND_622BF4C6,12192507,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,40.0,2025-09-07 23:42:04,Allocated,,,
CAND_9F863A70,12239749,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,65783,40.0,2025-09-07 23:42:06,Allocated,,,
CAND_9FFF8F2A,12504278,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,50.0,2025-09-07 23:42:07,Allocated,,,
CAND_5BE679B7,12904972,L&T,Manufacturing Intern,Mumbai,Manufacturing,31956,45.0,2025-09-07 23:42:09,Allocated,,,
CAND_4D173624,13195436,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,40.0,2025-09-07 23:42:11,Allocated,,,
CAND_D0E5E881,13234267,L&T,Manufacturing Intern,Mumbai,Manufacturing,31956,45.0,2025-09-07 23:42:13,Allocated,,,
CAND_4CDD4AA1,13405229,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:42:15,Allocated,,,
CAND_94C67494,14790629,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,90.0,2025-09-07 23:42:17,Allocated,,,
CAND_783ED6B8,15618327,ICICI Bank,Finance Intern,Delhi,Finance,33919,40.0,2025-09-07 23:42:21,Allocated,,,
CAND_55DB8320,15823995,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,80.0,2025-09-07 23:42:24,Allocated,,,
CAND_5648281B,16279537,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,90.0,2025-09-07 23:42:26,Allocated,,,
CAND_7132B27B,16449694,HDFC Bank,Finance Intern,Mumbai,Finance,69279,80.0,2025-09-07 23:42:28,Allocated,,,
CAND_38EA9017,16850314,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:42:32,Allocated,,,
CAND_8B2ABFFA,17008356,HDFC Bank,Finance Intern,Mumbai,Finance,69079,70.0,2025-09-07 23:42:34,Allocated,,,
CAND_A2EBB85D,17152392,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,50.0,2025-09-07 23:42:36,Allocated,,,
CAND_F1A6838F,17274759,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:42:38,Allocated,,,
CAND_ABF37228,17655479,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:42:41,Allocated,,,
CAND_60205F79,17694572,TCS,Technology Intern,Mumbai,Technology,26918,30.0,2025-09-07 23:42:42,Allocated,,,
CAND_818AFFDC,17983430,TCS,Technology Intern,Mumbai,Technology,59953,45.0,2025-09-07 23:42:45,Allocated,,,
CAND_1C03F2D3,18268860,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:42:47,Allocated,,,
CAND_2650DCC2,19284293,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:42:49,Allocated,,,
CAND_B4301037,19506295,TCS,Technology Intern,Mumbai,Technology,26918,70.0,2025-09-07 23:42:51,Allocated,,,
CAND_39BE6858,19818707,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:42:52,Allocated,,,
CAND_E7976FDA,20026169,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,65783,40.0,2025-09-07 23:42:54,Allocated,,,
CAND_17F465BE,21190805,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:42:55,Allocated,,,
CAND_CC020F25,21287405,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:42:57,Allocated,,,
CAND_44C11771,22232367,TCS,Technology Intern,Mumbai,Technology,59953,85.0,2025-09-07 23:43:00,Allocated,,,
CAND_F7A5D005,22650051,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,40.0,2025-09-07 23:43:03,Allocated,,,
CAND_006BA846,22990761,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,58738,50.0,2025-09-07 23:43:05,Allocated,,,
CAND_E871A0A2,23464505,Infosys,Technology Intern,Bangalore,Technology,35434,85.0,2025-09-07 23:43:06,Allocated,,,
CAND_DE6A7036,23761385,HDFC Bank,Finance Intern,Mumbai,Finance,69079,40.0,2025-09-07 23:43:08,Allocated,,,
CAND_B26FC71F,23985183,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:43:10,Allocated,,,
CAND_F3F77E2B,24154692,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:43:11,Allocated,,,
CAND_26EFC45A,24544244,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,50.0,2025-09-07 23:43:13,Allocated,,,
CAND_20843466,24589765,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:43:15,Allocated,,,
CAND_956AB14B,24668861,L&T,Manufacturing Intern,Mumbai,Manufacturing,51637,45.0,2025-09-07 23:43:18,Allocated,,,
CAND_F379A706,25625173,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,60.0,2025-09-07 23:43:23,Allocated,,,
CAND_7CD231C1,25718772,Infosys,Technology Intern,Bangalore,Technology,35434,40.0,2025-09-07 23:43:25,Allocated,,,
CAND_ABB3A08D,25719936,TCS,Technology Intern,Mumbai,Technology,59953,70.0,2025-09-07 23:43:27,Allocated,,,
CAND_58CA220B,26279402,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:43:28,Allocated,,,
CAND_2A733B05,26888302,TCS,Technology Intern,Mumbai,Technology,59953,80.0,2025-09-07 23:43:32,Allocated,,,
CAND_216E24FC,27512470,HDFC Bank,Finance Intern,Mumbai,Finance,56641,78.0,2025-09-07 23:43:35,Allocated,,,
CAND_241471EC,27902692,TCS,Technology Intern,Mumbai,Technology,59953,70.0,2025-09-07 23:43:36,Allocated,,,
CAND_72FB1878,28020046,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,80.0,2025-09-07 23:43:38,Allocated,,,
CAND_E5D73854,28186635,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:43:39,Allocated,,,
CAND_BF476E30,28383893,L&T,Manufacturing Intern,Mumbai,Manufacturing,31956,45.0,2025-09-07 23:43:43,Allocated,,,
CAND_70097FF4,29161565,TCS,Technology Intern,Mumbai,Technology,59953,50.0,2025-09-07 23:43:44,Allocated,,,
CAND_9A04C690,29221006,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:43:49,Allocated,,,
CAND_0E6FA0F7,29534737,TCS,Technology Intern,Mumbai,Technology,26918,30.0,2025-09-07 23:43:50,Allocated,,,
CAND_070601CC,29595906,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:43:51,Allocated,,,
CAND_71806C42,30148777,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,21025,40.0,2025-09-07 23:43:52,Allocated,,,
CAND_BD6F63B9,31536294,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:43:54,Allocated,,,
CAND_2235A432,31605080,TCS,Technology Intern,Mumbai,Technology,59953,65.0,2025-09-07 23:43:54,Allocated,,,
CAND_D0CE4361,32720816,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:43:56,Allocated,,,
CAND_0EE542E9,33627938,TCS,Technology Intern,Mumbai,Technology,26918,65.0,2025-09-07 23:43:58,Allocated,,,
CAND_9171A9CD,34419403,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:43:59,Allocated,,,
CAND_D760F322,36252245,TCS,Technology Intern,Mumbai,Technology,26918,65.0,2025-09-07 23:44:01,Allocated,,,
CAND_E1E3F174,36727173,HDFC Bank,Finance Intern,Mumbai,Finance,69079,40.0,2025-09-07 23:44:02,Allocated,,,
CAND_5C232E1A,37473139,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:44:03,Allocated,,,
CAND_804C61BB,38355831,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,65783,40.0,2025-09-07 23:44:06,Allocated,,,
CAND_3A0739EE,38663892,HDFC Bank,Finance Intern,Mumbai,Finance,69279,90.0,2025-09-07 23:44:08,Allocated,,,
CAND_4EAB28A3,38989376,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:44:10,Allocated,,,
CAND_0377D160,42546558,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:44:14,Allocated,,,
CAND_F1C39ED8,42641525,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:44:17,Allocated,,,
CAND_10227B7A,43720116,TCS,Technology Intern,Mumbai,Technology,34712,40.0,2025-09-07 23:44:20,Allocated,,,
CAND_7EA56DBC,49646155,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:44:22,Allocated,,,
CAND_09A07EEC,50775901,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,58738,40.0,2025-09-07 23:44:24,Allocated,,,
CAND_8577E8BE,54232810,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:44:25,Allocated,,,
CAND_5B6DBDBA,58048626,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,100.0,2025-09-07 23:44:26,Allocated,,,
CAND_17A2CB12,61315605,TCS,Technology Intern,Mumbai,Technology,59953,75.0,2025-09-07 23:44:28,Allocated,,,
CAND_A6CB0EF7,65219288,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:44:29,Allocated,,,
CAND_4ABB40F8,67631413,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:44:31,Allocated,,,
CAND_7C644EBB,68216398,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:44:32,Allocated,,,
CAND_48BB4299,70198580,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,60.0,2025-09-07 23:44:35,Allocated,,,
CAND_E5727E6B,77626587,L&T,Manufacturing Intern,Mumbai,Manufacturing,32855,45.0,2025-09-07 23:44:36,Allocated,,,
CAND_E5EB04BB,81588968,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:44:38,Allocated,,,
CAND_8C4B83CA,82738323,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:44:39,Allocated,,,
CAND_49F45359,87826037,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:44:40,Allocated,,,
CAND_65A737FE,90318913,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:44:42,Allocated,,,
CAND_37445C4A,91431878,TCS,Technology Intern,Mumbai,Technology,26918,30.0,2025-09-07 23:44:43,Allocated,,,
CAND_8406AB61,92283635,TCS,Technology Intern,Mumbai,Technology,26918,45.0,2025-09-07 23:44:44,Allocated,,,
CAND_BF655B65,94137171,TCS,Technology Intern,Mumbai,Technology,26918,30.0,2025-09-07 23:44:45,Allocated,,,
CAND_72F69CAF,96457008,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:44:46,Allocated,,,
CAND_3D71C690,98389424,TCS,Technology Intern,Mumbai,Technology,59953,65.0,2025-09-07 23:44:47,Allocated,,,
CAND_47A4DB25,99416532,HDFC Bank,Finance Intern,Mumbai,Finance,69079,40.0,2025-09-07 23:44:49,Allocated,,,
CAND_4E55B6AC,10329506,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:44:50,Allocated,,,
CAND_663B6821,10909673,HDFC Bank,Finance Intern,Mumbai,Finance,56641,80.0,2025-09-07 23:44:51,Allocated,,,
CAND_CBFB29CD,11065180,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,60.0,2025-09-07 23:44:53,Allocated,,,
CAND_4AE01133,11266906,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:44:56,Allocated,,,
CAND_99F569AB,11637468,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:44:58,Allocated,,,
CAND_2845094D,11672279,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:44:59,Allocated,,,
CAND_CA10BB75,11773925,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,80.0,2025-09-07 23:45:01,Allocated,,,
CAND_9329815D,11842348,HDFC Bank,Finance Intern,Mumbai,Finance,69279,50.0,2025-09-07 23:45:02,Allocated,,,
CAND_06365D27,12021752,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,60.0,2025-09-07 23:45:04,Allocated,,,
CAND_FFBC43E9,13173522,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,60.0,2025-09-07 23:45:05,Allocated,,,
CAND_C1921672,13393401,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,70.0,2025-09-07 23:45:07,Allocated,,,
CAND_A7C1A167,13982572,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:45:08,Allocated,,,
CAND_014A80A0,14626780,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:45:11,Allocated,,,
CAND_7CC8FB4D,15553584,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:45:12,Allocated,,,
CAND_A4247A6F,15856762,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,60.0,2025-09-07 23:45:14,Allocated,,,
CAND_17C9A292,16300459,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:45:16,Allocated,,,
CAND_58C57C4C,16407619,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:45:17,Allocated,,,
CAND_C9ADB423,17131084,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,80.0,2025-09-07 23:45:18,Allocated,,,
CAND_4D3E670B,17189156,HDFC Bank,Finance Intern,Mumbai,Finance,56641,80.0,2025-09-07 23:45:20,Allocated,,,
CAND_5EF1E037,17276884,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:45:23,Allocated,,,
CAND_E368CC6E,17396388,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:45:24,Allocated,,,
CAND_328FC952,17818707,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,90.0,2025-09-07 23:45:26,Allocated,,,
CAND_9F0D9E7F,17823436,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,90.0,2025-09-07 23:45:28,Allocated,,,
CAND_4BCBE84E,18172739,L&T,Manufacturing Intern,Mumbai,Manufacturing,31956,45.0,2025-09-07 23:45:29,Allocated,,,
CAND_DC69E993,18208580,HDFC Bank,Finance Intern,Mumbai,Finance,69279,70.0,2025-09-07 23:45:30,Allocated,,,
CAND_C3F5553F,18278509,HDFC Bank,Finance Intern,Mumbai,Finance,69279,90.0,2025-09-07 23:45:31,Allocated,,,
CAND_0BA23029,18369400,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,90.0,2025-09-07 23:45:32,Allocated,,,
CAND_CAAAD48B,18457785,TCS,Technology Intern,Mumbai,Technology,26918,75.0,2025-09-07 23:45:34,Allocated,,,
CAND_94A92DA5,18645964,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:45:36,Allocated,,,
CAND_AB434552,18805506,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:45:37,Allocated,,,
CAND_E366D09A,18824120,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,60.0,2025-09-07 23:45:39,Allocated,,,
CAND_7DF239A9,19149865,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:45:41,Allocated,,,
CAND_EE266C6F,19176318,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:45:44,Allocated,,,
CAND_5D454A54,19374660,HDFC Bank,Finance Intern,Mumbai,Finance,69279,70.0,2025-09-07 23:45:45,Allocated,,,
CAND_58968C1C,19437318,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,60.0,2025-09-07 23:45:46,Allocated,,,
CAND_2017412D,19911786,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:45:48,Allocated,,,
CAND_3BF25399,20850529,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:45:51,Allocated,,,
CAND_4617AAB2,20992320,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,60.0,2025-09-07 23:45:52,Allocated,,,
CAND_12422707,21297521,HDFC Bank,Finance Intern,Mumbai,Finance,34049,70.0,2025-09-07 23:45:56,Allocated,,,
CAND_A2F250D9,21645690,L&T,Manufacturing Intern,Mumbai,Manufacturing,32855,45.0,2025-09-07 23:45:57,Allocated,,,
CAND_3A4B98FE,21756639,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,90.0,2025-09-07 23:45:58,Allocated,,,
CAND_90D5F011,21796843,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,70.0,2025-09-07 23:46:00,Allocated,,,
CAND_7F914E41,21856577,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:46:02,Allocated,,,
CAND_2529D3D8,22615491,HDFC Bank,Finance Intern,Mumbai,Finance,56641,80.0,2025-09-07 23:46:03,Allocated,,,
CAND_71CABCFF,23323001,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:46:04,Allocated,,,
CAND_87F80E09,24580361,HDFC Bank,Finance Intern,Mumbai,Finance,69279,70.0,2025-09-07 23:46:05,Allocated,,,
CAND_8BD25644,25080805,TCS,Technology Intern,Mumbai,Technology,26918,65.0,2025-09-07 23:46:07,Allocated,,,
CAND_6BBCE83A,25162378,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:46:08,Allocated,,,
CAND_A58003B0,25624652,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,65783,40.0,2025-09-07 23:46:12,Allocated,,,
CAND_DD46EE94,25780596,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:46:14,Allocated,,,
CAND_584F5D64,26579709,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:46:15,Allocated,,,
CAND_AA44C2D6,26673507,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:46:16,Allocated,,,
CAND_2506512F,26987539,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,60.0,2025-09-07 23:46:18,Allocated,,,
CAND_29EB8759,27120528,HDFC Bank,Finance Intern,Mumbai,Finance,56641,80.0,2025-09-07 23:46:20,Allocated,,,
CAND_E86812D2,28051330,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,70.0,2025-09-07 23:46:25,Allocated,,,
CAND_FAD96EB6,28419927,HDFC Bank,Finance Intern,Mumbai,Finance,56641,78.0,2025-09-07 23:46:27,Allocated,,,
CAND_127067DE,28895997,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:46:27,Allocated,,,
CAND_6248CAA9,28989677,HDFC Bank,Finance Intern,Mumbai,Finance,34049,70.0,2025-09-07 23:46:29,Allocated,,,
CAND_E7B2542A,29093426,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:46:31,Allocated,,,
CAND_74989EAE,29406313,HDFC Bank,Finance Intern,Mumbai,Finance,56641,80.0,2025-09-07 23:46:34,Allocated,,,
CAND_998CDD8C,29552167,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:46:35,Allocated,,,
CAND_888707D6,29839396,HDFC Bank,Finance Intern,Mumbai,Finance,56641,80.0,2025-09-07 23:46:36,Allocated,,,
CAND_460FBCC4,30127072,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:46:38,Allocated,,,
CAND_71B0BD02,31025785,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,70.0,2025-09-07 23:46:40,Allocated,,,
CAND_1AB7D947,31710562,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:46:42,Allocated,,,
CAND_F4EDCC70,32980197,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:46:44,Allocated,,,
CAND_1BD73CA4,33135102,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:46:45,Allocated,,,
CAND_39897203,33286293,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:46:46,Allocated,,,
CAND_5848DF7C,33370664,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:46:48,Allocated,,,
CAND_53D3A2AC,33872500,HDFC Bank,Finance Intern,Mumbai,Finance,69079,60.0,2025-09-07 23:46:50,Allocated,,,
CAND_FAA45E6B,34185495,HDFC Bank,Finance Intern,Mumbai,Finance,69279,80.0,2025-09-07 23:46:52,Allocated,,,
CAND_BB5FCC7D,34758680,ICICI Bank,Finance Intern,Delhi,Finance,35740,80.0,2025-09-07 23:46:53,Allocated,,,
CAND_09189998,34783330,HDFC Bank,Finance Intern,Mumbai,Finance,69279,90.0,2025-09-07 23:46:55,Allocated,,,
CAND_5BD53AAF,34953092,ICICI Bank,Finance Intern,Delhi,Finance,24101,80.0,2025-09-07 23:46:55,Allocated,,,
CAND_66605586,3547447,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,50.0,2025-09-07 23:46:57,Allocated,,,
CAND_212BCB3C,35483925,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,60.0,2025-09-07 23:46:58,Allocated,,,
CAND_96854416,35492909,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,80.0,2025-09-07 23:47:00,Allocated,,,
CAND_FA31AB49,36302399,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:47:03,Allocated,,,
CAND_B9E8FA04,38897568,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,80.0,2025-09-07 23:47:06,Allocated,,,
CAND_8027C4CE,39142536,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:47:08,Allocated,,,
CAND_271483ED,39247950,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,60.0,2025-09-07 23:47:09,Allocated,,,
CAND_58E554EB,39569771,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:47:10,Allocated,,,
CAND_31097AD0,41651672,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:47:11,Allocated,,,
CAND_752150E9,43375498,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,60.0,2025-09-07 23:47:13,Allocated,,,
CAND_F2318444,45167858,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:47:14,Allocated,,,
CAND_7CE35723,54421668,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:47:17,Allocated,,,
CAND_0B05AF1E,60182829,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:47:19,Allocated,,,
CAND_10279839,60489316,TCS,Technology Intern,Mumbai,Technology,59953,80.0,2025-09-07 23:47:20,Allocated,,,
CAND_2B52E796,64589506,Deloitte,Consulting Intern,Gurgaon,Consulting,57482,78.0,2025-09-07 23:47:22,Allocated,,,
